Movto,Gpo,Clave,NumInv,AnoPrg,TpoBien,Denomin,FecAlta,DescArt,IdProv,NumFact,FecFact,Costo,IdTipAdq,IdRub,Edo,Localiz,OUT,FecBaja
23700,I,180000186,1687,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23701,I,180000186,1688,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23702,I,180000186,1689,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23703,I,180000186,1690,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23704,I,180000186,1691,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23705,I,180000186,1692,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23706,I,180000186,1693,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23707,I,180000186,1694,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23708,I,180000186,1695,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23709,I,180000186,1696,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23710,I,180000186,1697,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23711,I,180000186,1698,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23712,I,180000186,1699,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23713,I,180000186,1700,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23714,I,180000186,1701,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23715,I,180000186,1702,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23716,I,180000186,1703,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23717,I,180000186,1704,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23718,I,180000186,1705,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23719,I,180000186,1706,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23720,I,180000186,1707,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23721,I,180000186,1708,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23722,I,180000186,1709,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23723,I,180000186,1710,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23724,I,180000186,1711,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23725,I,180000186,1712,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23726,I,180000186,1713,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23727,I,180000186,1714,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23728,I,180000186,1715,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23729,I,180000186,1716,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23730,I,180000186,1717,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23731,I,180000186,1718,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23732,I,180000186,1719,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23733,I,180000186,1720,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23734,I,180000186,1721,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23735,I,180000186,1722,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23736,I,180000186,1723,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23737,I,180000186,1724,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23738,I,180000186,1725,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23739,I,180000186,1726,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23740,I,180000186,1727,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23741,I,180000186,1728,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23742,I,180000186,1729,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23743,I,180000186,1730,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23744,I,180000186,1731,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23745,I,180000186,1732,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23746,I,180000186,1733,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23747,I,180000186,1734,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23748,I,180000186,1735,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23749,I,180000186,1736,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23750,I,180000186,1737,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23751,I,180000186,1738,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23752,I,180000186,1739,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23753,I,180000186,1740,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23754,I,180000186,1741,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23755,I,180000186,1742,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23756,I,180000186,1743,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23757,I,180000186,1744,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23758,I,180000186,1745,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23759,I,180000186,1746,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23760,I,180000186,1747,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23761,I,180000186,1748,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23762,I,180000186,1749,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23763,I,180000186,1750,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23764,I,180000186,1751,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23765,I,180000186,1752,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23766,I,180000186,1753,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23767,I,180000186,1754,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23768,I,180000186,1755,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23769,I,180000186,1756,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23770,I,180000186,1757,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23771,I,180000186,1758,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23772,I,180000186,1759,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23773,I,180000186,1760,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23774,I,180000186,1761,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23775,I,180000186,1762,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23776,I,180000186,1763,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23777,I,180000186,1764,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23778,I,180000186,1765,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23779,I,180000186,1766,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23780,I,180000186,1767,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23781,I,180000186,1768,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23782,I,180000186,1769,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23783,I,180000186,1770,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23784,I,180000186,1771,2014,F,CAMARA WEB,2014-12-01,"CÁMARA WEB.- HD MARCA LOGITECH, MODELO PRO C920 (960-000949), VIDEO FULL HD 1080p, MICRÓFONO DOBLE INTEGRADO, CONEXIÓN USB",649,A297,01/12/2014,796.25,OF,EP,1. BUENO,S,0,
23785,I,180000148,5160,2014,F,NO-BREAK,2014-12-04,"NO-BREAK.- MARCA COMPLET, MODELO MT605 CON CAPACIDAD DE 0.5 KVA/300 WATTS, NÚMERO DE SERIE: 15EE011381",650,IO4301,04/12/2014,"1,032.40",OF,EP,1. BUENO,S,0,
23786,I,180000148,5161,2014,F,NO-BREAK,2014-12-04,"NO-BREAK.- MARCA COMPLET, MODELO MT605 CON CAPACIDAD DE 0.5 KVA/300 WATTS, NÚMERO DE SERIE: 15EE011381",650,IO4301,04/12/2014,"1,032.40",OF,EP,1. BUENO,S,0,
23787,I,180000148,5162,2014,F,NO-BREAK,2014-12-04,"NO-BREAK.- MARCA COMPLET, MODELO MT605 CON CAPACIDAD DE 0.5 KVA/300 WATTS, NÚMERO DE SERIE: 15EE011381",650,IO4301,04/12/2014,"1,032.40",OF,EP,1. BUENO,S,0,
23788,I,180000148,5163,2014,F,NO-BREAK,2014-12-04,"NO-BREAK.- MARCA COMPLET, MODELO MT605 CON CAPACIDAD DE 0.5 KVA/300 WATTS, NÚMERO DE SERIE: 15EE011381",650,IO4301,04/12/2014,"1,032.40",OF,EP,1. BUENO,S,0,
